country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,_gdp_for_year__$_,gdp_for_capita_$,generation
Malta,1989,female,15-24 years,0,24000,0.0,Malta1989,2118574772,6539,Generation X
Malta,1989,female,5-14 years,0,27300,0.0,Malta1989,2118574772,6539,Generation X
Malta,1989,female,55-74 years,0,29500,0.0,Malta1989,2118574772,6539,G.I. Generation
Malta,1989,female,75+ years,0,8300,0.0,Malta1989,2118574772,6539,G.I. Generation
Malta,1989,male,5-14 years,0,29000,0.0,Malta1989,2118574772,6539,Generation X
Malta,1990,male,35-54 years,4,47400,8.44,Malta1990,2547163582,7780,Silent
Malta,1990,male,15-24 years,2,25600,7.81,Malta1990,2547163582,7780,Generation X
Malta,1990,male,55-74 years,1,25000,4.0,Malta1990,2547163582,7780,G.I. Generation
Malta,1990,male,25-34 years,1,28600,3.5,Malta1990,2547163582,7780,Boomers
Malta,1990,female,15-24 years,0,24100,0.0,Malta1990,2547163582,7780,Generation X
Malta,1990,female,25-34 years,0,27300,0.0,Malta1990,2547163582,7780,Boomers
Malta,1990,female,35-54 years,0,48900,0.0,Malta1990,2547163582,7780,Silent
Malta,1990,female,5-14 years,0,27400,0.0,Malta1990,2547163582,7780,Generation X
Malta,1990,female,55-74 years,0,30200,0.0,Malta1990,2547163582,7780,G.I. Generation
Malta,1990,female,75+ years,0,8400,0.0,Malta1990,2547163582,7780,G.I. Generation
Malta,1990,male,5-14 years,0,28900,0.0,Malta1990,2547163582,7780,Generation X
Malta,1990,male,75+ years,0,5600,0.0,Malta1990,2547163582,7780,G.I. Generation
Malta,1991,male,15-24 years,3,26100,11.49,Malta1991,2750041434,8313,Generation X
Malta,1991,male,25-34 years,3,28100,10.68,Malta1991,2750041434,8313,Boomers
Malta,1991,male,35-54 years,3,48700,6.16,Malta1991,2750041434,8313,Boomers
Malta,1991,female,35-54 years,1,49800,2.01,Malta1991,2750041434,8313,Boomers
Malta,1991,female,15-24 years,0,24600,0.0,Malta1991,2750041434,8313,Generation X
Malta,1991,female,25-34 years,0,26900,0.0,Malta1991,2750041434,8313,Boomers
Malta,1991,female,5-14 years,0,27300,0.0,Malta1991,2750041434,8313,Millenials
Malta,1991,female,55-74 years,0,30900,0.0,Malta1991,2750041434,8313,Silent
Malta,1991,female,75+ years,0,8500,0.0,Malta1991,2750041434,8313,G.I. Generation
Malta,1991,male,5-14 years,0,28800,0.0,Malta1991,2750041434,8313,Millenials
Malta,1991,male,55-74 years,0,25500,0.0,Malta1991,2750041434,8313,Silent
Malta,1991,male,75+ years,0,5600,0.0,Malta1991,2750041434,8313,G.I. Generation
Malta,1992,male,25-34 years,4,27700,14.44,Malta1992,3021910217,9040,Boomers
Malta,1992,male,55-74 years,3,26200,11.45,Malta1992,3021910217,9040,Silent
Malta,1992,female,55-74 years,3,31600,9.49,Malta1992,3021910217,9040,Silent
Malta,1992,male,15-24 years,2,26700,7.49,Malta1992,3021910217,9040,Generation X
Malta,1992,female,35-54 years,3,50800,5.91,Malta1992,3021910217,9040,Boomers
Malta,1992,male,35-54 years,1,50100,2.0,Malta1992,3021910217,9040,Boomers
Malta,1992,female,15-24 years,0,25100,0.0,Malta1992,3021910217,9040,Generation X
Malta,1992,female,25-34 years,0,26500,0.0,Malta1992,3021910217,9040,Boomers
Malta,1992,female,5-14 years,0,27100,0.0,Malta1992,3021910217,9040,Millenials
Malta,1992,female,75+ years,0,8400,0.0,Malta1992,3021910217,9040,G.I. Generation
Malta,1992,male,5-14 years,0,28600,0.0,Malta1992,3021910217,9040,Millenials
Malta,1993,male,25-34 years,4,27200,14.71,Malta1993,2709178327,8022,Boomers
Malta,1993,female,35-54 years,4,51700,7.74,Malta1993,2709178327,8022,Boomers
Malta,1993,male,55-74 years,2,26700,7.49,Malta1993,2709178327,8022,Silent
Malta,1993,female,55-74 years,2,32300,6.19,Malta1993,2709178327,8022,Silent
Malta,1993,male,35-54 years,2,51300,3.9,Malta1993,2709178327,8022,Boomers
Malta,1993,female,25-34 years,1,26000,3.85,Malta1993,2709178327,8022,Boomers
Malta,1993,male,15-24 years,1,27300,3.66,Malta1993,2709178327,8022,Generation X
Malta,1993,female,15-24 years,0,25500,0.0,Malta1993,2709178327,8022,Generation X
Malta,1993,female,5-14 years,0,27100,0.0,Malta1993,2709178327,8022,Millenials
Malta,1993,female,75+ years,0,8500,0.0,Malta1993,2709178327,8022,G.I. Generation
Malta,1993,male,5-14 years,0,28500,0.0,Malta1993,2709178327,8022,Millenials
Malta,1993,male,75+ years,0,5600,0.0,Malta1993,2709178327,8022,G.I. Generation
Malta,1994,male,75+ years,1,5600,17.86,Malta1994,2998570147,8775,G.I. Generation
Malta,1994,female,75+ years,1,8600,11.63,Malta1994,2998570147,8775,G.I. Generation
Malta,1994,male,25-34 years,3,26900,11.15,Malta1994,2998570147,8775,Boomers
Malta,1994,male,15-24 years,3,27900,10.75,Malta1994,2998570147,8775,Generation X
Malta,1994,male,35-54 years,5,52500,9.52,Malta1994,2998570147,8775,Boomers
Malta,1994,female,35-54 years,2,52900,3.78,Malta1994,2998570147,8775,Boomers
Malta,1994,female,15-24 years,0,26100,0.0,Malta1994,2998570147,8775,Generation X
Malta,1994,female,25-34 years,0,25500,0.0,Malta1994,2998570147,8775,Boomers
Malta,1994,female,5-14 years,0,27000,0.0,Malta1994,2998570147,8775,Millenials
Malta,1994,female,55-74 years,0,33100,0.0,Malta1994,2998570147,8775,Silent
Malta,1994,male,5-14 years,0,28300,0.0,Malta1994,2998570147,8775,Millenials
Malta,1994,male,55-74 years,0,27300,0.0,Malta1994,2998570147,8775,Silent
Malta,1995,male,15-24 years,4,28300,14.13,Malta1995,3439931907,9974,Generation X
Malta,1995,male,35-54 years,4,53800,7.43,Malta1995,3439931907,9974,Boomers
Malta,1995,female,35-54 years,4,53900,7.42,Malta1995,3439931907,9974,Boomers
Malta,1995,male,55-74 years,2,27600,7.25,Malta1995,3439931907,9974,Silent
Malta,1995,female,25-34 years,1,24900,4.02,Malta1995,3439931907,9974,Generation X
Malta,1995,male,25-34 years,1,26500,3.77,Malta1995,3439931907,9974,Generation X
Malta,1995,female,55-74 years,1,33300,3.0,Malta1995,3439931907,9974,Silent
Malta,1995,female,15-24 years,0,26600,0.0,Malta1995,3439931907,9974,Generation X
Malta,1995,female,5-14 years,0,26900,0.0,Malta1995,3439931907,9974,Millenials
Malta,1995,female,75+ years,0,9000,0.0,Malta1995,3439931907,9974,G.I. Generation
Malta,1995,male,5-14 years,0,28200,0.0,Malta1995,3439931907,9974,Millenials
Malta,1995,male,75+ years,0,5900,0.0,Malta1995,3439931907,9974,G.I. Generation
Malta,1996,male,75+ years,1,6400,15.63,Malta1996,3570271558,10254,G.I. Generation
Malta,1996,male,25-34 years,3,25500,11.76,Malta1996,3570271558,10254,Generation X
Malta,1996,male,15-24 years,3,28700,10.45,Malta1996,3570271558,10254,Generation X
Malta,1996,female,25-34 years,1,24000,4.17,Malta1996,3570271558,10254,Generation X
Malta,1996,male,55-74 years,1,27700,3.61,Malta1996,3570271558,10254,Silent
Malta,1996,male,35-54 years,1,55200,1.81,Malta1996,3570271558,10254,Boomers
Malta,1996,female,15-24 years,0,26900,0.0,Malta1996,3570271558,10254,Generation X
Malta,1996,female,35-54 years,0,55000,0.0,Malta1996,3570271558,10254,Boomers
Malta,1996,female,5-14 years,0,27100,0.0,Malta1996,3570271558,10254,Millenials
Malta,1996,female,55-74 years,0,33400,0.0,Malta1996,3570271558,10254,Silent
Malta,1996,female,75+ years,0,9700,0.0,Malta1996,3570271558,10254,G.I. Generation
Malta,1996,male,5-14 years,0,28600,0.0,Malta1996,3570271558,10254,Millenials
Malta,1997,male,75+ years,2,6700,29.85,Malta1997,3705372039,10575,G.I. Generation
Malta,1997,male,15-24 years,3,29000,10.34,Malta1997,3705372039,10575,Generation X
Malta,1997,female,25-34 years,2,23300,8.58,Malta1997,3705372039,10575,Generation X
Malta,1997,male,25-34 years,2,24500,8.16,Malta1997,3705372039,10575,Generation X
Malta,1997,male,35-54 years,4,56400,7.09,Malta1997,3705372039,10575,Boomers
Malta,1997,female,15-24 years,1,27300,3.66,Malta1997,3705372039,10575,Generation X
Malta,1997,female,55-74 years,1,33300,3.0,Malta1997,3705372039,10575,Silent
Malta,1997,female,35-54 years,0,56100,0.0,Malta1997,3705372039,10575,Boomers
Malta,1997,female,5-14 years,0,27100,0.0,Malta1997,3705372039,10575,Millenials
Malta,1997,female,75+ years,0,10300,0.0,Malta1997,3705372039,10575,G.I. Generation
Malta,1997,male,5-14 years,0,28800,0.0,Malta1997,3705372039,10575,Millenials
Malta,1997,male,55-74 years,0,27600,0.0,Malta1997,3705372039,10575,Silent
Malta,1998,male,55-74 years,4,27900,14.34,Malta1998,3923637971,11103,Silent
Malta,1998,male,35-54 years,6,57500,10.43,Malta1998,3923637971,11103,Boomers
Malta,1998,male,25-34 years,1,24400,4.1,Malta1998,3923637971,11103,Generation X
Malta,1998,female,35-54 years,1,56900,1.76,Malta1998,3923637971,11103,Boomers
Malta,1998,female,15-24 years,0,27600,0.0,Malta1998,3923637971,11103,Generation X
Malta,1998,female,25-34 years,0,23200,0.0,Malta1998,3923637971,11103,Generation X
Malta,1998,female,5-14 years,0,26900,0.0,Malta1998,3923637971,11103,Millenials
Malta,1998,female,55-74 years,0,33400,0.0,Malta1998,3923637971,11103,Silent
Malta,1998,female,75+ years,0,10700,0.0,Malta1998,3923637971,11103,G.I. Generation
Malta,1998,male,15-24 years,0,29500,0.0,Malta1998,3923637971,11103,Generation X
Malta,1998,male,5-14 years,0,28500,0.0,Malta1998,3923637971,11103,Millenials
Malta,1998,male,75+ years,0,6900,0.0,Malta1998,3923637971,11103,G.I. Generation
Malta,1999,male,25-34 years,6,24500,24.49,Malta1999,4127313818,11607,Generation X
Malta,1999,male,35-54 years,11,57600,19.1,Malta1999,4127313818,11607,Boomers
Malta,1999,male,75+ years,1,7100,14.08,Malta1999,4127313818,11607,G.I. Generation
Malta,1999,male,55-74 years,3,28900,10.38,Malta1999,4127313818,11607,Silent
Malta,1999,female,75+ years,1,10900,9.17,Malta1999,4127313818,11607,G.I. Generation
Malta,1999,female,55-74 years,2,34300,5.83,Malta1999,4127313818,11607,Silent
Malta,1999,female,15-24 years,1,27900,3.58,Malta1999,4127313818,11607,Generation X
Malta,1999,male,15-24 years,1,29700,3.37,Malta1999,4127313818,11607,Generation X
Malta,1999,female,35-54 years,1,56800,1.76,Malta1999,4127313818,11607,Boomers
Malta,1999,female,25-34 years,0,23300,0.0,Malta1999,4127313818,11607,Generation X
Malta,1999,female,5-14 years,0,26500,0.0,Malta1999,4127313818,11607,Millenials
Malta,1999,male,5-14 years,0,28100,0.0,Malta1999,4127313818,11607,Millenials
Malta,2000,male,75+ years,2,7490,26.7,Malta2000,4306192436,11873,G.I. Generation
Malta,2000,male,35-54 years,10,57860,17.28,Malta2000,4306192436,11873,Boomers
Malta,2000,female,25-34 years,2,24143,8.28,Malta2000,4306192436,11873,Generation X
Malta,2000,male,25-34 years,2,25318,7.9,Malta2000,4306192436,11873,Generation X
Malta,2000,male,55-74 years,2,30530,6.55,Malta2000,4306192436,11873,Silent
Malta,2000,female,35-54 years,3,57250,5.24,Malta2000,4306192436,11873,Boomers
Malta,2000,male,15-24 years,1,30093,3.32,Malta2000,4306192436,11873,Generation X
Malta,2000,female,55-74 years,1,35917,2.78,Malta2000,4306192436,11873,Silent
Malta,2000,female,15-24 years,0,28328,0.0,Malta2000,4306192436,11873,Generation X
Malta,2000,female,5-14 years,0,26312,0.0,Malta2000,4306192436,11873,Millenials
Malta,2000,female,75+ years,0,11486,0.0,Malta2000,4306192436,11873,G.I. Generation
Malta,2000,male,5-14 years,0,27949,0.0,Malta2000,4306192436,11873,Millenials
Malta,2001,male,55-74 years,7,32328,21.65,Malta2001,4331870648,11691,Silent
Malta,2001,male,35-54 years,9,58158,15.48,Malta2001,4331870648,11691,Boomers
Malta,2001,male,15-24 years,4,30318,13.19,Malta2001,4331870648,11691,Millenials
Malta,2001,male,25-34 years,3,26449,11.34,Malta2001,4331870648,11691,Generation X
Malta,2001,female,75+ years,1,12003,8.33,Malta2001,4331870648,11691,Silent
Malta,2001,female,35-54 years,3,57647,5.2,Malta2001,4331870648,11691,Boomers
Malta,2001,female,25-34 years,1,25332,3.95,Malta2001,4331870648,11691,Generation X
Malta,2001,female,15-24 years,1,28539,3.5,Malta2001,4331870648,11691,Millenials
Malta,2001,female,55-74 years,1,37731,2.65,Malta2001,4331870648,11691,Silent
Malta,2001,female,5-14 years,0,26275,0.0,Malta2001,4331870648,11691,Millenials
Malta,2001,male,5-14 years,0,27860,0.0,Malta2001,4331870648,11691,Millenials
Malta,2001,male,75+ years,0,7901,0.0,Malta2001,4331870648,11691,Silent
Malta,2002,male,25-34 years,3,27382,10.96,Malta2002,4689832690,12524,Generation X
Malta,2002,male,55-74 years,3,33995,8.82,Malta2002,4689832690,12524,Silent
Malta,2002,male,35-54 years,5,57735,8.66,Malta2002,4689832690,12524,Boomers
Malta,2002,female,75+ years,1,12453,8.03,Malta2002,4689832690,12524,Silent
Malta,2002,female,25-34 years,2,26071,7.67,Malta2002,4689832690,12524,Generation X
Malta,2002,female,55-74 years,3,39275,7.64,Malta2002,4689832690,12524,Silent
Malta,2002,female,35-54 years,2,57093,3.5,Malta2002,4689832690,12524,Boomers
Malta,2002,female,15-24 years,0,28419,0.0,Malta2002,4689832690,12524,Millenials
Malta,2002,female,5-14 years,0,26052,0.0,Malta2002,4689832690,12524,Millenials
Malta,2002,male,15-24 years,0,30264,0.0,Malta2002,4689832690,12524,Millenials
Malta,2002,male,5-14 years,0,27603,0.0,Malta2002,4689832690,12524,Millenials
Malta,2002,male,75+ years,0,8114,0.0,Malta2002,4689832690,12524,Silent
Malta,2003,male,75+ years,2,8244,24.26,Malta2003,5456583589,14444,Silent
Malta,2003,male,25-34 years,6,28256,21.23,Malta2003,5456583589,14444,Generation X
Malta,2003,male,55-74 years,4,35758,11.19,Malta2003,5456583589,14444,Silent
Malta,2003,male,35-54 years,4,57171,7.0,Malta2003,5456583589,14444,Boomers
Malta,2003,female,25-34 years,1,26726,3.74,Malta2003,5456583589,14444,Generation X
Malta,2003,male,15-24 years,1,30207,3.31,Malta2003,5456583589,14444,Millenials
Malta,2003,female,55-74 years,1,40926,2.44,Malta2003,5456583589,14444,Silent
Malta,2003,female,35-54 years,1,56431,1.77,Malta2003,5456583589,14444,Boomers
Malta,2003,female,15-24 years,0,28425,0.0,Malta2003,5456583589,14444,Millenials
Malta,2003,female,5-14 years,0,25606,0.0,Malta2003,5456583589,14444,Millenials
Malta,2003,female,75+ years,0,12812,0.0,Malta2003,5456583589,14444,Silent
Malta,2003,male,5-14 years,0,27223,0.0,Malta2003,5456583589,14444,Millenials
Malta,2004,male,75+ years,2,8419,23.76,Malta2004,6062780269,15916,Silent
Malta,2004,female,75+ years,2,13109,15.26,Malta2004,6062780269,15916,Silent
Malta,2004,male,55-74 years,4,37496,10.67,Malta2004,6062780269,15916,Silent
Malta,2004,male,35-54 years,6,56670,10.59,Malta2004,6062780269,15916,Boomers
Malta,2004,female,35-54 years,4,55890,7.16,Malta2004,6062780269,15916,Boomers
Malta,2004,female,15-24 years,2,28457,7.03,Malta2004,6062780269,15916,Millenials
Malta,2004,male,15-24 years,2,30133,6.64,Malta2004,6062780269,15916,Millenials
Malta,2004,female,55-74 years,2,42492,4.71,Malta2004,6062780269,15916,Silent
Malta,2004,female,25-34 years,0,27498,0.0,Malta2004,6062780269,15916,Generation X
Malta,2004,female,5-14 years,0,25007,0.0,Malta2004,6062780269,15916,Millenials
Malta,2004,male,25-34 years,0,29132,0.0,Malta2004,6062780269,15916,Generation X
Malta,2004,male,5-14 years,0,26615,0.0,Malta2004,6062780269,15916,Millenials
Malta,2005,male,35-54 years,8,56364,14.19,Malta2005,6394851387,16648,Boomers
Malta,2005,male,55-74 years,4,39592,10.1,Malta2005,6394851387,16648,Silent
Malta,2005,female,35-54 years,2,55449,3.61,Malta2005,6394851387,16648,Boomers
Malta,2005,male,25-34 years,1,29584,3.38,Malta2005,6394851387,16648,Generation X
Malta,2005,female,55-74 years,1,44074,2.27,Malta2005,6394851387,16648,Silent
Malta,2005,female,15-24 years,0,28404,0.0,Malta2005,6394851387,16648,Millenials
Malta,2005,female,25-34 years,0,27895,0.0,Malta2005,6394851387,16648,Generation X
Malta,2005,female,5-14 years,0,24481,0.0,Malta2005,6394851387,16648,Millenials
Malta,2005,female,75+ years,0,13684,0.0,Malta2005,6394851387,16648,Silent
Malta,2005,male,15-24 years,0,29930,0.0,Malta2005,6394851387,16648,Millenials
Malta,2005,male,5-14 years,0,25931,0.0,Malta2005,6394851387,16648,Millenials
Malta,2006,male,35-54 years,8,56268,14.22,Malta2006,6757119558,17504,Boomers
Malta,2006,male,15-24 years,3,29634,10.12,Malta2006,6757119558,17504,Millenials
Malta,2006,male,25-34 years,3,29744,10.09,Malta2006,6757119558,17504,Generation X
Malta,2006,male,55-74 years,4,41468,9.65,Malta2006,6757119558,17504,Silent
Malta,2006,female,35-54 years,3,55069,5.45,Malta2006,6757119558,17504,Boomers
Malta,2006,female,55-74 years,2,45421,4.4,Malta2006,6757119558,17504,Silent
Malta,2006,female,15-24 years,0,28188,0.0,Malta2006,6757119558,17504,Millenials
Malta,2006,female,25-34 years,0,27929,0.0,Malta2006,6757119558,17504,Generation X
Malta,2006,female,5-14 years,0,23826,0.0,Malta2006,6757119558,17504,Millenials
Malta,2006,female,75+ years,0,14319,0.0,Malta2006,6757119558,17504,Silent
Malta,2006,male,5-14 years,0,25157,0.0,Malta2006,6757119558,17504,Millenials
Malta,2007,male,35-54 years,12,56285,21.32,Malta2007,7880509171,20333,Boomers
Malta,2007,male,25-34 years,5,30315,16.49,Malta2007,7880509171,20333,Generation X
Malta,2007,male,55-74 years,5,42777,11.69,Malta2007,7880509171,20333,Silent
Malta,2007,male,75+ years,1,9256,10.8,Malta2007,7880509171,20333,Silent
Malta,2007,male,15-24 years,2,29328,6.82,Malta2007,7880509171,20333,Millenials
Malta,2007,female,75+ years,1,14886,6.72,Malta2007,7880509171,20333,Silent
Malta,2007,female,15-24 years,0,27895,0.0,Malta2007,7880509171,20333,Millenials
Malta,2007,female,25-34 years,0,28335,0.0,Malta2007,7880509171,20333,Generation X
Malta,2007,female,35-54 years,0,54855,0.0,Malta2007,7880509171,20333,Boomers
Malta,2007,female,5-14 years,0,22938,0.0,Malta2007,7880509171,20333,Generation Z
Malta,2007,female,55-74 years,0,46412,0.0,Malta2007,7880509171,20333,Silent
Malta,2007,male,5-14 years,0,24299,0.0,Malta2007,7880509171,20333,Generation Z
Malta,2008,male,75+ years,1,9566,10.45,Malta2008,8977149553,23007,Silent
Malta,2008,male,55-74 years,4,44053,9.08,Malta2008,8977149553,23007,Silent
Malta,2008,male,35-54 years,5,56340,8.87,Malta2008,8977149553,23007,Boomers
Malta,2008,female,35-54 years,2,54846,3.65,Malta2008,8977149553,23007,Boomers
Malta,2008,male,15-24 years,1,29288,3.41,Malta2008,8977149553,23007,Millenials
Malta,2008,male,25-34 years,1,31016,3.22,Malta2008,8977149553,23007,Generation X
Malta,2008,female,15-24 years,0,27700,0.0,Malta2008,8977149553,23007,Millenials
Malta,2008,female,25-34 years,0,28817,0.0,Malta2008,8977149553,23007,Generation X
Malta,2008,female,5-14 years,0,22214,0.0,Malta2008,8977149553,23007,Generation Z
Malta,2008,female,55-74 years,0,47402,0.0,Malta2008,8977149553,23007,Silent
Malta,2008,female,75+ years,0,15479,0.0,Malta2008,8977149553,23007,Silent
Malta,2008,male,5-14 years,0,23474,0.0,Malta2008,8977149553,23007,Generation Z
Malta,2009,male,25-34 years,9,31502,28.57,Malta2009,8528202278,21695,Generation X
Malta,2009,male,75+ years,2,9840,20.33,Malta2009,8528202278,21695,Silent
Malta,2009,male,55-74 years,9,45352,19.84,Malta2009,8528202278,21695,Silent
Malta,2009,male,35-54 years,10,56425,17.72,Malta2009,8528202278,21695,Boomers
Malta,2009,male,15-24 years,3,29462,10.18,Malta2009,8528202278,21695,Millenials
Malta,2009,female,25-34 years,2,29150,6.86,Malta2009,8528202278,21695,Generation X
Malta,2009,female,15-24 years,1,27616,3.62,Malta2009,8528202278,21695,Millenials
Malta,2009,female,35-54 years,0,54933,0.0,Malta2009,8528202278,21695,Boomers
Malta,2009,female,5-14 years,0,21609,0.0,Malta2009,8528202278,21695,Generation Z
Malta,2009,female,55-74 years,0,48486,0.0,Malta2009,8528202278,21695,Silent
Malta,2009,female,75+ years,0,15983,0.0,Malta2009,8528202278,21695,Silent
Malta,2009,male,5-14 years,0,22744,0.0,Malta2009,8528202278,21695,Generation Z
Malta,2010,male,35-54 years,17,56430,30.13,Malta2010,8741059603,22132,Generation X
Malta,2010,male,75+ years,2,10212,19.58,Malta2010,8741059603,22132,Silent
Malta,2010,male,15-24 years,3,29208,10.27,Malta2010,8741059603,22132,Millenials
Malta,2010,male,25-34 years,3,31445,9.54,Malta2010,8741059603,22132,Generation X
Malta,2010,male,55-74 years,4,46730,8.56,Malta2010,8741059603,22132,Silent
Malta,2010,female,55-74 years,2,49604,4.03,Malta2010,8741059603,22132,Silent
Malta,2010,female,15-24 years,0,27407,0.0,Malta2010,8741059603,22132,Millenials
Malta,2010,female,25-34 years,0,29274,0.0,Malta2010,8741059603,22132,Generation X
Malta,2010,female,35-54 years,0,54977,0.0,Malta2010,8741059603,22132,Generation X
Malta,2010,female,5-14 years,0,21055,0.0,Malta2010,8741059603,22132,Generation Z
Malta,2010,female,75+ years,0,16506,0.0,Malta2010,8741059603,22132,Silent
Malta,2010,male,5-14 years,0,22101,0.0,Malta2010,8741059603,22132,Generation Z
Malta,2011,male,35-54 years,9,56411,15.95,Malta2011,9507645260,23984,Generation X
Malta,2011,male,25-34 years,4,31295,12.78,Malta2011,9507645260,23984,Millenials
Malta,2011,male,15-24 years,3,28714,10.45,Malta2011,9507645260,23984,Millenials
Malta,2011,male,55-74 years,4,48074,8.32,Malta2011,9507645260,23984,Boomers
Malta,2011,female,15-24 years,0,27130,0.0,Malta2011,9507645260,23984,Millenials
Malta,2011,female,25-34 years,0,29205,0.0,Malta2011,9507645260,23984,Millenials
Malta,2011,female,35-54 years,0,54987,0.0,Malta2011,9507645260,23984,Generation X
Malta,2011,female,5-14 years,0,20542,0.0,Malta2011,9507645260,23984,Generation Z
Malta,2011,female,55-74 years,0,50691,0.0,Malta2011,9507645260,23984,Boomers
Malta,2011,female,75+ years,0,17111,0.0,Malta2011,9507645260,23984,Silent
Malta,2011,male,5-14 years,0,21524,0.0,Malta2011,9507645260,23984,Generation Z
Malta,2011,male,75+ years,0,10739,0.0,Malta2011,9507645260,23984,Silent
Malta,2012,male,55-74 years,8,49347,16.21,Malta2012,9209559296,23074,Boomers
Malta,2012,male,35-54 years,6,56478,10.62,Malta2012,9209559296,23074,Generation X
Malta,2012,male,25-34 years,3,31548,9.51,Malta2012,9209559296,23074,Millenials
Malta,2012,male,75+ years,1,11234,8.9,Malta2012,9209559296,23074,Silent
Malta,2012,female,35-54 years,4,54944,7.28,Malta2012,9209559296,23074,Generation X
Malta,2012,female,55-74 years,2,51796,3.86,Malta2012,9209559296,23074,Boomers
Malta,2012,male,15-24 years,1,28647,3.49,Malta2012,9209559296,23074,Millenials
Malta,2012,female,15-24 years,0,26975,0.0,Malta2012,9209559296,23074,Millenials
Malta,2012,female,25-34 years,0,29331,0.0,Malta2012,9209559296,23074,Millenials
Malta,2012,female,5-14 years,0,20066,0.0,Malta2012,9209559296,23074,Generation Z
Malta,2012,female,75+ years,0,17713,0.0,Malta2012,9209559296,23074,Silent
Malta,2012,male,5-14 years,0,21059,0.0,Malta2012,9209559296,23074,Generation Z
Malta,2013,male,35-54 years,11,56705,19.4,Malta2013,10145114180,25191,Generation X
Malta,2013,male,75+ years,1,11751,8.51,Malta2013,10145114180,25191,Silent
Malta,2013,male,55-74 years,4,50574,7.91,Malta2013,10145114180,25191,Boomers
Malta,2013,male,15-24 years,2,28655,6.98,Malta2013,10145114180,25191,Millenials
Malta,2013,male,25-34 years,2,32048,6.24,Malta2013,10145114180,25191,Millenials
Malta,2013,male,5-14 years,1,20804,4.81,Malta2013,10145114180,25191,Generation Z
Malta,2013,female,25-34 years,1,29657,3.37,Malta2013,10145114180,25191,Millenials
Malta,2013,female,15-24 years,0,26698,0.0,Malta2013,10145114180,25191,Millenials
Malta,2013,female,35-54 years,0,54854,0.0,Malta2013,10145114180,25191,Generation X
Malta,2013,female,5-14 years,0,19765,0.0,Malta2013,10145114180,25191,Generation Z
Malta,2013,female,55-74 years,0,52903,0.0,Malta2013,10145114180,25191,Boomers
Malta,2013,female,75+ years,0,18314,0.0,Malta2013,10145114180,25191,Silent
Malta,2014,male,35-54 years,13,57094,22.77,Malta2014,11234045376,27634,Generation X
Malta,2014,male,55-74 years,5,51764,9.66,Malta2014,11234045376,27634,Boomers
Malta,2014,male,15-24 years,2,28298,7.07,Malta2014,11234045376,27634,Millenials
Malta,2014,male,25-34 years,2,32560,6.14,Malta2014,11234045376,27634,Millenials
Malta,2014,female,5-14 years,1,19668,5.08,Malta2014,11234045376,27634,Generation Z
Malta,2014,female,15-24 years,1,26151,3.82,Malta2014,11234045376,27634,Millenials
Malta,2014,female,25-34 years,1,30050,3.33,Malta2014,11234045376,27634,Millenials
Malta,2014,female,55-74 years,1,54027,1.85,Malta2014,11234045376,27634,Boomers
Malta,2014,female,35-54 years,1,54883,1.82,Malta2014,11234045376,27634,Generation X
Malta,2014,female,75+ years,0,18918,0.0,Malta2014,11234045376,27634,Silent
Malta,2014,male,5-14 years,0,20777,0.0,Malta2014,11234045376,27634,Generation Z
Malta,2015,male,25-34 years,8,33179,24.11,Malta2015,10574026838,25750,Millenials
Malta,2015,male,35-54 years,9,57603,15.62,Malta2015,10574026838,25750,Generation X
Malta,2015,male,55-74 years,8,53017,15.09,Malta2015,10574026838,25750,Boomers
Malta,2015,male,15-24 years,2,27768,7.2,Malta2015,10574026838,25750,Millenials
Malta,2015,female,35-54 years,3,55098,5.44,Malta2015,10574026838,25750,Generation X
Malta,2015,female,15-24 years,1,25588,3.91,Malta2015,10574026838,25750,Millenials
Malta,2015,female,55-74 years,2,55161,3.63,Malta2015,10574026838,25750,Boomers
Malta,2015,female,25-34 years,1,30613,3.27,Malta2015,10574026838,25750,Millenials
Malta,2015,female,5-14 years,0,19625,0.0,Malta2015,10574026838,25750,Generation Z
Malta,2015,female,75+ years,0,19379,0.0,Malta2015,10574026838,25750,Silent
Malta,2015,male,5-14 years,0,20817,0.0,Malta2015,10574026838,25750,Generation Z
Malta,2015,male,75+ years,0,12789,0.0,Malta2015,10574026838,25750,Silent
Mauritius,1985,female,75+ years,2,8800,22.73,Mauritius1985,1080642033,1223,G.I. Generation
Mauritius,1985,male,25-34 years,19,88500,21.47,Mauritius1985,1080642033,1223,Boomers
Mauritius,1985,male,35-54 years,18,89500,20.11,Mauritius1985,1080642033,1223,Silent
Mauritius,1985,male,55-74 years,9,45300,19.87,Mauritius1985,1080642033,1223,G.I. Generation
Mauritius,1985,male,15-24 years,21,109400,19.2,Mauritius1985,1080642033,1223,Generation X
Mauritius,1985,female,15-24 years,18,106300,16.93,Mauritius1985,1080642033,1223,Generation X
Mauritius,1985,female,55-74 years,4,47900,8.35,Mauritius1985,1080642033,1223,G.I. Generation
Mauritius,1985,female,25-34 years,6,87200,6.88,Mauritius1985,1080642033,1223,Boomers
Mauritius,1985,female,35-54 years,6,90500,6.63,Mauritius1985,1080642033,1223,Silent
Mauritius,1985,male,5-14 years,1,104700,0.96,Mauritius1985,1080642033,1223,Generation X
